"House - Foreign Affairs, Financial Services | Senate - Foreign Relations",2
"House - Veterans' Affairs, Budget | Senate - Veterans' Affairs",2
"House - House Administration, Transportation and Infrastructure",2
"House - Oversight and Government Reform, Judiciary | Senate - Homeland Security and Governmental Affairs",2
House - Education and Labor | Senate - Indian Affairs,2
"House - Resources, Transportation and Infrastructure",2
"House - Transportation and Infrastructure, Energy and Commerce, Ways and Means, Natural Resources, Science, Space, and Technology",2
"House - Judiciary, Financial Services | Senate - Judiciary",2
House - Foreign Affairs | Senate - Judiciary,2
"House - Natural Resources, Budget",2
"House - Ways and Means, Armed Services",2
House - Ways and Means | Senate - Environment and Public Works,2
"House - Education and the Workforce, Resources",2
"House - Education and the Workforce, Budget",2
"House - Science and Technology | Senate - Commerce, Science, and Transportation",2
"House - Veterans' Affairs, Armed Services, Budget",2
"House - Ways and Means, Budget | Senate - Finance",2
"House - Financial Services, Government Reform",2
"House - Ways and Means, Transportation and Infrastructure",2
"House - Judiciary, Homeland Security | Senate - Judiciary",2
House - Education and the Workforce | Senate - Judiciary,2
"House - Transportation and Infrastructure, Homeland Security",2
"House - Natural Resources, Judiciary",2
"House - Homeland Security, Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",2
"House - Judiciary, Intelligence (Permanent Select), Financial Services",2
"House - International Relations, Financial Services",2
"House - Judiciary, Oversight and Government Reform | Senate - Judiciary",2
Senate - Small Business,2
"House - Judiciary, Foreign Affairs",2
"House - Energy and Commerce, Education and Labor, Ways and Means",2
"House - Judiciary | Senate - Armed Services, Judiciary",2
"House - Judiciary, International Relations | Senate - Foreign Relations",2
"House - Financial Services, Judiciary",2
"House - Judiciary, Armed Services",2
"House - Veterans' Affairs, Armed Services, Budget | Senate - Veterans' Affairs",2
"House - Ways and Means, Commerce",2
House - House Administration | Senate - Homeland Security and Governmental Affairs,2
"House - Ways and Means, Judiciary",2
"House - Oversight and Government Reform, House Administration | Senate - Homeland Security and Governmental Affairs",2
"House - International Relations, Energy and Commerce",2
"House - Oversight and Government Reform, Homeland Security | Senate - Homeland Security and Governmental Affairs",2
"House - International Relations, Judiciary, Financial Services",2
"House - International Relations, Judiciary | Senate - Foreign Relations",2
"House - Judiciary, International Relations | Senate - Judiciary",2
"House - Oversight and Government Reform, Natural Resources | Senate - Homeland Security and Governmental Affairs",2
"House - Homeland Security, Energy and Commerce",2
"House - Transportation and Infrastructure | Senate - Homeland Security and Governmental Affairs, Environment and Public Works",2
"House - Veterans' Affairs, Budget, Armed Services",2
"House - Financial Services, Budget | Senate - Banking, Housing, and Urban Affairs",2
"House - Veterans' Affairs, Armed Services",2
"House - Natural Resources, Science, Space, and Technology",2
"House - Judiciary, Budget",2
House - Agriculture | Senate - Energy and Natural Resources,2
House - Natural Resources | Senate - Judiciary,2
"House - Agriculture, International Relations",2
House - Financial Services | Senate - Foreign Relations,2
House - Education and the Workforce | Senate - Homeland Security and Governmental Affairs,2
"House - Transportation and Infrastructure, Energy and Commerce",2
House - Education and the Workforce | Senate - Indian Affairs,2
"House - Homeland Security | Senate - Homeland Security and Governmental Affairs, Commerce, Science, and Transportation",1
"House - Judiciary, Intelligence (Permanent Select), Financial Services, International Relations, Energy and Commerce, Education and the Workforce, Transportation and Infrastructure, Armed Services",1
House - House Administration | Senate - Governmental Affairs,1
"House - Armed Services, Judiciary | Senate - Judiciary",1
"House - Government Reform, Judiciary | Senate - Governmental Affairs",1
"House - Judiciary, Education and the Workforce, Foreign Affairs | Senate - Judiciary",1
"House - Armed Services, Veterans' Affairs",1
"House - Transportation and Infrastructure, Natural Resources, Budget | Senate - Energy and Natural Resources",1
"House - Veterans' Affairs, International Relations | Senate - Judiciary",1
"House - Natural Resources, Transportation and Infrastructure | Senate - Energy and Natural Resources",1
"House - Natural Resources, Agriculture, Education and the Workforce",1
"House - Intelligence (Permanent Select), Resources | Senate - Energy and Natural Resources",1
"Government Operations and Politics;Federal aid to health facilities;Health;Higher education;Housing and Community Development;Law;Licenses;Managed care;Medical education;Medical fees;Mental health services;Public health personnel;Rural health;Scholarships;Science, Technology, Communications;Student loan funds;Telemedicine;Access to health care;Administrative procedure;Clinics;Collection of accounts;Congress;Congressional reporting requirements;Department of Health and Human Services;Economics and Public Finance;Education;Federal aid to education;Governmental investigations",1
"House - International Relations, Judiciary, Banking and Financial Services, Ways and Means",1
"House - Judiciary, Energy and Commerce",1
"House - Resources, Agriculture, Transportation and Infrastructure",1
"Computers and government;Congress;Congressional reporting requirements;Consumer protection;Contracts;Electronic commerce;Electronic data interchange;Electronic mail systems;Encryption;Express service;Federal preemption;Finance and Financial Sector;Foreign Trade and International Finance;Free enterprise;Government Operations and Politics;Government paperwork;Governmental investigations;Health;Identification devices;Independent regulatory commissions;Injunctions;International Affairs;Interstate commerce;Law;Legislation;Nontariff trade barriers;Postal service;Public health;Science, Technology, Communications;Securities and Exchange Commission;Securities fraud;Securities industry;Securities regulation;State laws;Transportation and Public Works;United Nations;Administrative procedure;Business records;Checks;Civil actions and liability;Commerce;Computer security measures",1
"House - Judiciary, Ways and Means, Homeland Security",1
"House - International Relations, Armed Services",1
"House - Science, Resources",1
"House - Small Business, Science and Technology",1
"House - House Administration, Judiciary | Senate - Rules and Administration",1
"House - Transportation and Infrastructure, Ways and Means, Judiciary, Budget",1
"Senate - Energy and Natural Resources, Indian Affairs",1
"House - Veterans' Affairs, Oversight and Government Reform | Senate - Veterans' Affairs",1
"House - Resources, Armed Services",1
"House - Ways and Means, Energy and Commerce, Education and Labor, Transportation and Infrastructure, Financial Services, Small Business, Judiciary, Budget",1
"House - Resources, Education and the Workforce | Senate - Energy and Natural Resources",1
"House - Science | Senate - Health, Education, Labor, and Pensions",1
"House - Natural Resources, Judiciary | Senate - Environment and Public Works",1
"House - Agriculture, Financial Services, Energy and Commerce, Judiciary, Rules, Budget, Oversight and Government Reform, Ways and Means | Senate - Banking, Housing, and Urban Affairs",1
"House - Resources, Agriculture, Education and the Workforce | Senate - Environment and Public Works",1
"House - Veterans' Affairs | Senate - Health, Education, Labor, and Pensions",1
"House - Ways and Means, Transportation and Infrastructure, Judiciary, Homeland Security, Agriculture",1
House - Science and Technology,1
"House - International Relations, Ways and Means, Financial Services, Judiciary",1
"House - International Relations, Education and the Workforce",1
"House - Natural Resources, House Administration | Senate - Energy and Natural Resources",1
House - Science | Senate - Energy and Natural Resources,1
Names;Commemorations;Congress;Congressional tributes;Government Operations and Politics;Postal facilities;South Carolina,1
"House - Education and Labor, Budget | Senate - Agriculture, Nutrition, and Forestry",1
"House - Education and the Workforce, Ways and Means | Senate - Finance",1
"House - Energy and Commerce, Budget",1
"House - Homeland Security, Judiciary",1
"House - Transportation and Infrastructure, Ways and Means, Science, Space, and Technology",1
"\"Thompson, Mike [Rep.-D-CA-1];Herger, Wally [Rep.-R-CA-2];Ose, Doug [Rep.-R-CA-3];Doolittle, John T. [Rep.-R-CA-4];Matsui, Robert T. [Rep.-D-CA-5];Woolsey, Lynn C. [Rep.-D-CA-6];Miller, George [Rep.-D-CA-7];Pelosi, Nancy [Rep.-D-CA-8];Lee, Barbara [Rep.-D-CA-9];Tauscher, Ellen O. [Rep.-D-CA-10];Lantos, Tom [Rep.-D-CA-12];Stark, Fortney Pete [Rep.-D-CA-13];Eshoo, Anna G. [Rep.-D-CA-14];Honda, Michael M. [Rep.-D-CA-15];Lofgren, Zoe [Rep.-D-CA-16];Farr, Sam [Rep.-D-CA-17];Cardoza, Dennis A. [Rep.-D-CA-18];Radanovich, George [Rep.-R-CA-19];Dooley, Calvin M. [Rep.-D-CA-20];Nunes, Devin [Rep.-R-CA-21];Thomas, William M. [Rep.-R-CA-22];Capps, Lois [Rep.-D-CA-23];Gallegly, Elton [Rep.-R-CA-24];McKeon, Howard P. \"\"Buck\"\" [Rep.-R-CA-25];Dreier",1
"House - Homeland Security, Judiciary | Senate - Judiciary",1
"House - Energy and Commerce, Budget, Ways and Means",1
"House - Transportation and Infrastructure, Science and Technology",1
"House - International Relations | Senate - Banking, Housing, and Urban Affairs",1
"House - Energy and Commerce, Foreign Affairs | Senate - Commerce, Science, and Transportation",1
"House - Ways and Means, Energy and Commerce, Budget",1
1955,1
"House - House Administration, Transportation and Infrastructure | Senate - Rules and Administration",1
"House - Oversight and Government Reform, Ways and Means",1
"House - Agriculture, Natural Resources | Senate - Agriculture, Nutrition, and Forestry",1
"Ballenger, Cass [Rep.-R-NC-10];Taylor, Charles H. [Rep.-R-NC-11];Watt, Melvin L. [Rep.-D-NC-12];Miller, Brad [Rep.-D-NC-13];Etheridge, Bob [Rep.-D-NC-2];Jones, Walter B., Jr. [Rep.-R-NC-3];Price, David E. [Rep.-D-NC-4];Burr, Richard [Rep.-R-NC-5];Coble, Howard [Rep.-R-NC-6];McIntyre, Mike [Rep.-D-NC-7];Hayes, Robin [Rep.-R-NC-8];Myrick, Sue Wilkins [Rep.-R-NC-9]",1
"Multilateral development banks;Negotiations;Overseas Private Investment Corporation;Peace treaties;Police;Political parties;Political violence;President and foreign policy;Presidential elections;Public Lands and Natural Resources;Right of property;Right to travel;Sanctions (International law);Science, Technology, Communications;Southern Africa;Trade and Development Agency;Transportation and Public Works;Zimbabwe;Administration of justice;Africa (Sub-Saharan);Alien property;American economic assistance;American investments;Democratic Republic of Congo;Due process of law;Economic development;Economic growth;Economics and Public Finance;Europe;European Union;Export-Import Bank of the United States;Finance and Financial Sector;Foreign loans;Foreign Trade and International Finance;Freedom of association;Freedom of speech;Freedom of the press;Government corporations;Government Operations and Politics;Human rights;International Affairs;International monetary system;Investment guaranty insurance;Land reform;Law;Armed Forces and National Security;Canada;Civil Rights and Liberties, Minority Issues;Civil-military relations;Commerce;Congress;Congress and foreign policy;Congressional oversight;Congressional reporting requirements;Crime and Law Enforcement;Debt relief;Democracy;Mass media",1
"House - Government Reform, Ways and Means | Senate - Governmental Affairs",1
"House - Ways and Means, Foreign Affairs, Judiciary, Rules",1
"House - Energy and Commerce, Armed Services, Veterans' Affairs | Senate - Health, Education, Labor, and Pensions",1
"House - Financial Services, Energy and Commerce",1
"House - Transportation and Infrastructure, Ways and Means, Natural Resources, Budget",1
"House - Education and the Workforce, Commerce | Senate - Health, Education, Labor, and Pensions",1
"House - Oversight and Government Reform, Transportation and Infrastructure",1
"House - Energy and Commerce, Education and Labor | Senate - Health, Education, Labor, and Pensions",1
"House - Foreign Affairs, Financial Services, Oversight and Government Reform, Judiciary, Ways and Means | Senate - Foreign Relations",1
"House - Transportation and Infrastructure, Budget, Ways and Means, Resources, Science",1
"House - Ways and Means, Natural Resources, Energy and Commerce, Science, Space, and Technology, Education and the Workforce, Transportation and Infrastructure",1
"House - Judiciary, Foreign Affairs | Senate - Judiciary",1
"House - Transportation and Infrastructure, Resources, Budget, Ways and Means, Science",1
"House - Small Business, Ways and Means",1
"House - Oversight and Government Reform, Homeland Security",1
"House - Natural Resources, Oversight and Government Reform",1
"House - Natural Resources, Budget | Senate - Energy and Natural Resources",1
"House - Foreign Affairs, Financial Services, Oversight and Government Reform, Ways and Means | Senate - Banking, Housing, and Urban Affairs",1
House - Education and Labor | Senate - Homeland Security and Governmental Affairs,1
House - Transportation and Infrastructure | Senate - Foreign Relations,1
"House - Small Business, Veterans' Affairs | Senate - Small Business",1
"House - Judiciary, Budget | Senate - Judiciary",1
"House - Transportation and Infrastructure, Homeland Security | Senate - Commerce, Science, and Transportation",1
"House - Homeland Security, Veterans' Affairs | Senate - Commerce, Science, and Transportation",1
Infrastructure;Irrigation;Planning;Texas;Waste water treatment;Water conservation;Federal aid to water resources development;Water treatment plants;Agriculture and Food;Colorado River development;Construction costs;Economics and Public Finance;Water Resources Development,1
"House - Education and the Workforce, Judiciary, Agriculture, Veterans' Affairs, Energy and Commerce, Transportation and Infrastructure | Senate - Health, Education, Labor, and Pensions",1
Adoption;Welfare waivers;Appropriations;Cash welfare block grants;Child welfare;Economics and Public Finance;Families;Foster home care;Government Operations and Politics;Governmental investigations;Health;Medicaid;Sexual abstinence;Social surveys;Social Welfare;Welfare eligibility;Aid to dependent children,1
"House - Ways and Means, Transportation and Infrastructure, Energy and Commerce, Financial Services, Budget",1
"House - Resources, Judiciary | Senate - Indian Affairs",1
"House - Resources, Armed Services | Senate - Energy and Natural Resources",1
"House - Ways and Means, Budget, Financial Services",1
"House - Homeland Security, Energy and Commerce, Judiciary, Intelligence (Permanent Select), Foreign Affairs, Transportation and Infrastructure, Oversight and Government Reform, Ways and Means | Senate - Homeland Security and Governmental Affairs",1
"House - International Relations, Resources, Judiciary",1
"Senate - Commerce, Science, and Transportation, Finance",1
"House - Foreign Affairs, Ways and Means, Judiciary",1
"House - Judiciary, Foreign Affairs, Energy and Commerce, Homeland Security | Senate - Judiciary",1
"House - Ways and Means, Natural Resources, Budget, Rules",1
"House - Judiciary, Ways and Means",1
"House - Appropriations, Transportation and Infrastructure, Budget",1
"House - Ways and Means, Energy and Commerce, Financial Services, Foreign Affairs, Transportation and Infrastructure, Agriculture, Oversight and Government Reform, House Administration, Budget, Natural Resources, Rules, Intelligence (Permanent Select)",1
"House - Energy and Commerce, Oversight and Government Reform",1
5,1
Law;Florida;Judges;District courts;Names;Congressional tributes;Congress;Commemorations;Courthouses,1
"House - Commerce | Senate - Commerce, Science, and Transportation",1
"House - Homeland Security, Transportation and Infrastructure",1
House - Science | Senate - Governmental Affairs,1
"House - Science, Resources | Senate - Commerce, Science, and Transportation",1
"House - Armed Services, Budget",1
"House - International Relations, Science",1
"House - Transportation and Infrastructure | Senate - Armed Services, Environment and Public Works",1
"House - International Relations, Judiciary",1
"House - Homeland Security, Ways and Means | Senate - Homeland Security and Governmental Affairs",1
"House - Foreign Affairs, Financial Services, Oversight and Government Reform, Judiciary",1
"House - Oversight and Government Reform, Transportation and Infrastructure | Senate - Environment and Public Works",1
"House - Education and the Workforce, Energy and Commerce, Ways and Means",1
"House - Foreign Affairs, Judiciary, Natural Resources | Senate - Foreign Relations",1
"House - Transportation and Infrastructure, Judiciary | Senate - Homeland Security and Governmental Affairs",1
"House - Government Reform, Homeland Security (Select) | Senate - Governmental Affairs",1
"House - Education and the Workforce, Ways and Means",1
"House - Transportation and Infrastructure, Budget, Rules | Senate - Commerce, Science, and Transportation",1
"House - Foreign Affairs, Judiciary, Financial Services | Senate - Banking, Housing, and Urban Affairs",1
"House - Natural Resources | Senate - Foreign Relations, Commerce, Science, and Transportation",1
"House - Oversight and Reform, Science, Space, and Technology",1
"House - International Relations, Rules",1
"House - International Relations, Government Reform",1
"House - Oversight and Reform, Budget | Senate - Homeland Security and Governmental Affairs",1
"House - House Administration, Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",1
"House - Transportation and Infrastructure, Oversight and Government Reform",1
"House - Natural Resources, Transportation and Infrastructure, Judiciary | Senate - Commerce, Science, and Transportation",1
"House - Homeland Security, Energy and Commerce | Senate - Homeland Security and Governmental Affairs",1
"House - Judiciary, Financial Services | Senate - Banking, Housing, and Urban Affairs",1
"House - Transportation and Infrastructure, Armed Services",1
"House - Natural Resources, Judiciary | Senate - Energy and Natural Resources",1
"House - Government Reform | Senate - Commerce, Science, and Transportation, Homeland Security and Governmental Affairs",1
"House - International Relations, Ways and Means, Banking and Financial Services",1
"House - Science, Space, and Technology, Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",1
"House - Government Reform, Energy and Commerce, Transportation and Infrastructure, Judiciary | Senate - Governmental Affairs",1
"House - Budget, Rules, Ways and Means",1
"House - Transportation and Infrastructure, Ways and Means, Resources",1
House - Rules,1
"House - Homeland Security, Foreign Affairs",1
"House - Appropriations, Budget | Senate - Appropriations",1
"House - Energy and Commerce, Natural Resources",1
"House - Oversight and Government Reform, Intelligence (Permanent Select), Homeland Security | Senate - Homeland Security and Governmental Affairs",1
"House - Resources | Senate - Agriculture, Nutrition, and Forestry",1
"House - Judiciary, Foreign Affairs | Senate - Foreign Relations",1
"House - Transportation and Infrastructure, Resources | Senate - Energy and Natural Resources",1
House - Education and Labor | Senate - Energy and Natural Resources,1
"House - House Administration, Oversight and Government Reform",1
"House - Judiciary, Agriculture",1
"House - Resources, Agriculture | Senate - Agriculture, Nutrition, and Forestry",1
"House - Judiciary, Commerce | Senate - Judiciary",1
"House - Natural Resources, Energy and Commerce, House Administration | Senate - Indian Affairs",1
"House - House Administration, Energy and Commerce, Judiciary",1
"Senate - Indian Affairs, Energy and Natural Resources",1
"Finance and Financial Sector;Elementary and secondary education;Government publicity;Government trust funds;Health;Higher education;Housing and Community Development;Indian claims;Indian economic development;Indian education;Indian housing;Indian lands;Indian medical care;Interest;Labor and Employment;Loans;Maintenance and repair;Minorities;Public Lands and Natural Resources;Renewable natural resources;Residential rehabilitation;Scholarships;Social Welfare;Vocational and technical education;Washington State;Minority business enterprises;Native Americans;Old age assistance;Arts, Culture, Religion;Building construction;Commerce;Construction costs;Cultural centers;Economics and Public Finance;Education;Government Operations and Politics",1
Air piracy;Victims of terrorism;Bombings;Commemorations;Commercial aircraft;Crime and Law Enforcement;EBB Terrorism;Federal advisory bodies;Flight crews;Government Operations and Politics;International Affairs;Labor and Employment;Monuments and memorials;Pennsylvania;Terrorism;Transportation and Public Works;Airline passenger traffic,1
House - Resources | Senate - Judiciary,1
"House - Resources | Senate - Energy and Natural Resources, Indian Affairs",1
"House - Oversight and Reform, Education and Labor",1
"House - Government Reform, Judiciary",1
"House - Ways and Means, Homeland Security | Senate - Homeland Security and Governmental Affairs",1
"House - Homeland Security, Armed Services",1
"House - Foreign Affairs, Armed Services | Senate - Homeland Security and Governmental Affairs",1
"House - Energy and Commerce, Resources | Senate - Environment and Public Works",1
"House - Judiciary, Intelligence (Permanent Select), International Relations, Ways and Means, Transportation and Infrastructure | Senate - Judiciary",1
"House - Resources, Energy and Commerce | Senate - Armed Services",1
"House - Science, Judiciary | Senate - Commerce, Science, and Transportation",1
"House - Foreign Affairs, Ways and Means | Senate - Foreign Relations",1
"House - Science, Space, and Technology, Natural Resources, Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",1
"House - Financial Services, Rules",1
"House - Budget, Small Business",1
"House - Resources, Transportation and Infrastructure | Senate - Indian Affairs",1
"House - House Administration, Judiciary, Science, Government Reform, Armed Services | Senate - Rules and Administration",1
"Thornberry, Mac [Rep.-R-TX-13]",1
"House - Energy and Commerce, Education and Labor, Foreign Affairs, Small Business, Science and Technology, Agriculture, Oversight and Government Reform, Natural Resources, Transportation and Infrastructure, Armed Services",1
"House - Judiciary, Transportation and Infrastructure",1
"House - Government Reform, Judiciary, Resources | Senate - Governmental Affairs",1
"House - Natural Resources, Veterans' Affairs | Senate - Energy and Natural Resources",1
"House - Resources, Energy and Commerce | Senate - Indian Affairs",1
"House - Judiciary, Education and the Workforce",1
"House - Energy and Commerce, Judiciary | Senate - Commerce, Science, and Transportation",1
House - Transportation and Infrastructure | Senate - Governmental Affairs,1
"House - Foreign Affairs, Financial Services, Oversight and Government Reform | Senate - Foreign Relations",1
"House - International Relations, Armed Services, Judiciary, Energy and Commerce",1
"House - Government Reform, Education and the Workforce, Financial Services | Senate - Governmental Affairs",1
"House - Energy and Commerce, Judiciary, Ways and Means",1
"House - Oversight and Government Reform, Energy and Commerce, Armed Services | Senate - Homeland Security and Governmental Affairs",1
"House - Government Reform, Energy and Commerce, Judiciary, Armed Services, Intelligence (Permanent Select)",1
"House - Education and the Workforce | Senate - Commerce, Science, and Transportation",1
"House - Judiciary, Transportation and Infrastructure | Senate - Judiciary",1
"House - Foreign Affairs, Intelligence (Permanent Select) | Senate - Foreign Relations",1
"House - Foreign Affairs, Judiciary, Financial Services | Senate - Foreign Relations",1
"House - Homeland Security, Foreign Affairs | Senate - Homeland Security and Governmental Affairs",1
"House - Financial Services, Oversight and Government Reform",1
"House - Ways and Means, Education and Labor",1
"House - Education and the Workforce, Judiciary",1
"House - Agriculture | Senate - Banking, Housing, and Urban Affairs",1
"House - Budget, Energy and Commerce, Ways and Means",1
"House - Transportation and Infrastructure, Resources | Senate - Commerce, Science, and Transportation",1
House - Oversight and Government Reform | Senate - Energy and Natural Resources,1
"House - Foreign Affairs, Financial Services | Senate - Banking, Housing, and Urban Affairs",1
"House - Transportation and Infrastructure, Natural Resources, Judiciary",1
"House - Judiciary, Government Reform",1
"House - Resources, House Administration, Transportation and Infrastructure",1
"House - Energy and Commerce, Ways and Means, Judiciary",1
"House - Veterans' Affairs, Judiciary",1
"House - Transportation and Infrastructure, International Relations",1
"House - Appropriations, Foreign Affairs",1
House - Transportation and Infrastructure | Senate - Rules and Administration,1
Richard [Rep.-R-NC-5];McCarthy,1
"House - House Administration, Transportation and Infrastructure, Resources",1
"House - Resources, Science",1
"House - Transportation and Infrastructure, Ways and Means, Natural Resources, Science, Space, and Technology, Energy and Commerce, Oversight and Reform",1
"House - Natural Resources, Agriculture, Transportation and Infrastructure",1
"House - Science and Technology, Education and Labor | Senate - Commerce, Science, and Transportation",1
"House - Financial Services, Veterans' Affairs",1
"House - Ways and Means, International Relations",1
"House - Education and the Workforce, Energy and Commerce | Senate - Health, Education, Labor, and Pensions",1
"House - Agriculture, Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs",1
"House - Transportation and Infrastructure, Natural Resources, Foreign Affairs, Energy and Commerce, Science, Space, and Technology, Agriculture | Senate - Commerce, Science, and Transportation",1
House - Foreign Affairs | Senate - Environment and Public Works,1
"House - Ways and Means, Budget, Homeland Security, Energy and Commerce",1
"House - Ways and Means, Budget, Education and Labor, Energy and Commerce, Financial Services, Judiciary, Transportation and Infrastructure, Oversight and Government Reform",1
"House - Agriculture, Resources | Senate - Energy and Natural Resources",1
"House - Financial Services, Ways and Means, Budget, Judiciary",1
"House - Foreign Affairs, Oversight and Government Reform, Education and the Workforce",1
03/15/2013,1
"House - Veterans' Affairs, Natural Resources | Senate - Energy and Natural Resources",1
